user_id,status,preferred_genres,preferred_artists,preferred_moods,preferred_tempo,recent_listening_level,recent_discovery_level,repeat_listening_ratio,new_artist_acceptance,personalization_strength,discovery_readiness,new_release_affinity
user_610,success,,"artist_p, artist_s",,medium,low,high,0.59,0.59,medium,low,medium
user_611,success,"ballad, acoustic",,,medium,high,high,0.27,0.67,low,medium,medium
user_612,success,"ballad, rnb","artist_n, artist_r",bright,fast,low,medium,0.33,0.93,medium,low,high
user_613,success,"rnb, acoustic","artist_c, artist_t, artist_g",,fast,medium,low,0.51,0.46,medium,low,high
user_614,success,,artist_f,,fast,medium,high,0.06,0.28,medium,high,high
user_615,success,rnb,artist_f,,fast,medium,low,0.76,0.79,high,high,high
user_616,success,rnb,artist_m,,fast,medium,medium,0.42,0.05,high,high,low
user_617,success,"dance, pop, ballad","artist_e, artist_h",soft,fast,medium,low,0.14,0.26,high,low,high
user_618,success,,"artist_f, artist_z, artist_s",calm,fast,high,low,0.04,0.49,high,high,low
user_619,success,,artist_j,"night, soft",slow,high,high,0.99,0.29,high,low,low
user_620,success,"ballad, rnb","artist_r, artist_g, artist_u",bright,slow,low,low,0.3,0.72,high,low,low
user_621,success,"dance, pop","artist_h, artist_i","soft, bright, night",fast,medium,low,0.85,0.95,low,medium,high
user_622,success,"pop, dance, indie, rnb","artist_u, artist_a, artist_o","soft, bright, calm",slow,medium,medium,0.89,0.76,low,high,low
user_623,success,"rnb, ballad, dance","artist_j, artist_b, artist_u",energetic,medium,high,high,0.22,0.37,medium,medium,medium
user_624,success,"acoustic, ballad","artist_d, artist_m, artist_t",soft,slow,low,high,0.98,0.23,low,low,low
user_625,success,,"artist_n, artist_q, artist_j","bright, energetic, soft",slow,medium,low,0.88,0.77,medium,high,low
user_626,success,"ballad, rnb, indie, acoustic","artist_m, artist_c","soft, energetic",medium,low,medium,0.07,0.54,medium,low,medium
user_627,success,,"artist_m, artist_i",,medium,medium,medium,0.86,0.04,medium,medium,high
user_628,success,"pop, dance, indie, rnb",artist_s,soft,fast,high,low,0.02,0.09,high,low,high
user_629,success,"acoustic, indie, ballad, pop",artist_f,energetic,fast,low,high,0.3,0.88,high,high,high
user_630,success,"dance, rnb, acoustic","artist_x, artist_e, artist_l","night, calm, energetic",slow,low,high,0.14,0.18,high,medium,medium
user_631,success,dance,"artist_o, artist_u",,slow,high,high,0.4,0.94,high,low,low
user_632,success,"ballad, rnb",artist_v,night,slow,medium,high,0.62,0.65,medium,low,low
user_633,success,"dance, ballad, pop","artist_k, artist_i",night,fast,medium,high,0.74,0.06,low,medium,high
user_634,success,rnb,"artist_e, artist_v, artist_s","calm, soft",medium,low,low,0.41,0.95,medium,medium,medium
user_635,success,"ballad, rnb",,"bright, night",fast,low,medium,0.73,0.14,medium,high,high
user_636,success,acoustic,,night,fast,high,low,0.59,0.59,high,medium,medium
user_637,success,,,"bright, energetic",fast,medium,low,0.09,0.22,high,medium,medium
user_638,success,"indie, pop, ballad",artist_e,"night, bright, energetic",slow,high,medium,0.61,0.6,medium,medium,high
user_639,success,indie,,,medium,low,low,0.52,0.41,high,medium,low
user_640,success,"ballad, indie","artist_g, artist_y, artist_r",bright,slow,high,high,0.93,0.48,low,high,low
user_641,success,,"artist_m, artist_g, artist_j","soft, energetic, night",slow,low,medium,0,0.4,low,medium,low
user_642,success,"dance, indie",,night,medium,medium,medium,0.31,0.93,high,low,low
user_643,success,"ballad, pop, indie, acoustic","artist_i, artist_a, artist_b","calm, night",slow,medium,low,0.16,0.24,low,low,low
user_644,success,ballad,"artist_d, artist_q, artist_p",bright,fast,high,low,0.08,0.13,medium,high,high
user_645,success,,"artist_l, artist_v, artist_s","bright, soft, calm",slow,low,low,0.35,0.49,low,high,high
user_646,success,"dance, ballad, pop, rnb","artist_v, artist_f, artist_l","calm, energetic, bright",slow,low,low,0.21,0.77,high,medium,medium
user_647,success,"indie, rnb, dance, pop","artist_s, artist_u","soft, bright, night",medium,low,medium,0.64,0.35,high,medium,medium
user_648,success,,"artist_x, artist_p",,slow,low,high,0.4,0.08,high,high,medium
user_649,success,"ballad, pop, acoustic","artist_i, artist_g",energetic,fast,low,high,0.2,0.72,medium,low,low
user_650,success,acoustic,"artist_d, artist_y","energetic, calm",fast,medium,high,0.21,0.63,medium,high,medium
user_651,success,dance,"artist_j, artist_x",,medium,medium,high,0.4,0.96,low,medium,high
user_652,success,"pop, dance, acoustic, ballad",,"energetic, night, bright",slow,low,low,0.66,0.44,high,medium,high
user_653,success,"dance, ballad, acoustic, pop",artist_x,"bright, energetic, soft",slow,medium,medium,0.87,0.52,high,low,medium
user_654,success,,"artist_q, artist_g",energetic,slow,high,low,0.07,0.02,high,low,low
user_655,success,,"artist_o, artist_e","calm, night, soft",fast,low,medium,0.09,0.87,low,medium,low
user_656,success,"acoustic, rnb","artist_h, artist_a, artist_o",,slow,medium,low,0.4,0.96,medium,high,high
user_657,success,pop,"artist_w, artist_k","night, calm",medium,low,low,0.83,0.81,high,medium,medium
user_658,success,"rnb, ballad, pop, acoustic","artist_o, artist_v",,fast,medium,medium,0.96,0.84,low,low,high
user_659,success,"pop, dance, ballad, indie",,energetic,medium,high,high,0.54,0.24,medium,high,high
user_660,success,"ballad, indie, rnb","artist_k, artist_g, artist_l",,slow,medium,high,0.39,0.15,low,medium,high
user_661,success,,artist_l,soft,fast,medium,low,0.18,0.78,low,medium,high
user_662,success,"ballad, indie","artist_u, artist_y",energetic,slow,medium,medium,0.95,0.35,medium,high,high
user_663,success,"acoustic, rnb","artist_y, artist_b",calm,medium,low,high,0.68,0.25,medium,high,low
user_664,success,indie,"artist_o, artist_j, artist_a","night, calm, soft",slow,low,medium,0.79,0.49,medium,medium,high
user_665,success,"acoustic, dance",artist_j,energetic,medium,high,high,0.72,0.67,high,high,high
user_666,success,"indie, ballad, rnb",artist_l,"soft, energetic",fast,low,medium,0.68,0.24,medium,high,low
user_667,success,"ballad, acoustic, dance, indie","artist_c, artist_z, artist_m","energetic, calm, soft",medium,high,low,0.13,0.74,low,medium,low
user_668,success,"acoustic, ballad, pop, rnb",artist_b,"soft, calm",medium,medium,medium,0.59,0.83,low,low,high
user_669,success,"ballad, indie, rnb, dance","artist_m, artist_w",,medium,low,medium,0.15,0.33,high,medium,high
user_670,success,"indie, ballad, dance, acoustic",artist_b,calm,slow,medium,medium,0.96,0.72,medium,low,medium
user_671,success,"dance, indie, rnb",,,medium,high,medium,0.15,0.78,low,medium,high
user_672,success,"rnb, dance","artist_a, artist_j","soft, energetic",slow,low,low,0.86,0.84,low,medium,low
user_673,success,"dance, pop, ballad, rnb",artist_l,"bright, soft",fast,low,high,0.32,0.15,medium,medium,medium
user_674,success,"ballad, dance, pop, acoustic","artist_u, artist_e, artist_p","bright, night",medium,medium,high,0.54,0.69,low,low,low
user_675,success,"rnb, indie, dance, pop",artist_b,"bright, soft",medium,high,low,0.8,0.36,medium,medium,medium
user_676,success,"ballad, indie, pop",artist_f,"energetic, night, soft",fast,low,medium,0.47,0.15,low,high,high
user_677,success,"dance, ballad","artist_e, artist_c",,fast,medium,medium,0.44,0.43,low,medium,low
user_678,success,acoustic,artist_s,,fast,medium,low,0.18,0.07,low,medium,low
user_679,success,acoustic,"artist_h, artist_z, artist_p",bright,fast,medium,medium,0.23,0.31,medium,low,high
user_680,success,,"artist_v, artist_i, artist_n",night,fast,high,medium,0.43,0.75,low,low,medium
user_681,success,"pop, rnb, dance","artist_o, artist_w, artist_t",,fast,high,medium,0.29,0.66,low,medium,low
user_682,success,acoustic,artist_m,night,slow,high,low,0.88,0.08,low,high,low
user_683,success,,,night,medium,medium,low,0.72,0.57,low,high,medium
user_684,success,"indie, ballad, pop, acoustic","artist_d, artist_j, artist_q",soft,fast,high,medium,0.78,0.73,low,low,medium
user_685,success,,artist_j,"calm, energetic",slow,medium,high,0.33,0.53,medium,low,low
user_686,success,,,"energetic, night, calm",fast,medium,low,0.89,0.04,high,high,medium
user_687,success,"ballad, rnb, pop",artist_l,calm,fast,low,medium,0.87,0.57,low,high,medium
user_688,success,"pop, acoustic, indie","artist_r, artist_p",night,fast,low,high,0.17,0.64,low,medium,high
user_689,success,rnb,artist_b,"energetic, soft",slow,medium,low,0.99,0.33,low,high,low
user_690,success,ballad,"artist_a, artist_z",,medium,high,medium,0.51,0.82,medium,medium,low
user_691,success,rnb,"artist_f, artist_w",,fast,medium,high,0.4,0.76,high,low,medium
user_692,success,"ballad, pop, dance",,"night, energetic",slow,high,medium,0.66,0.87,high,medium,high
user_693,success,"rnb, acoustic, dance","artist_u, artist_o",,fast,medium,medium,0.37,0.52,high,high,low
user_694,success,"ballad, pop, dance","artist_j, artist_d, artist_e",energetic,slow,medium,low,0.44,0.01,high,low,high
user_695,success,"dance, acoustic, rnb, pop","artist_v, artist_q, artist_w",,fast,medium,medium,0.75,0.81,medium,medium,low
user_696,success,"ballad, indie, rnb",,"energetic, bright, soft",fast,medium,high,0.9,0.65,medium,low,low
user_697,success,"dance, acoustic, pop, indie",,energetic,fast,low,medium,0.46,0.55,medium,low,high
user_698,success,,,"night, soft",slow,low,medium,0.7,0.89,low,medium,medium
user_699,success,,,soft,fast,medium,medium,0.77,0.76,high,high,low
user_700,success,"rnb, dance","artist_x, artist_k",,fast,low,medium,0.35,0.27,medium,high,medium
user_701,success,"acoustic, rnb",,,slow,low,high,0.83,0.09,low,medium,high
user_702,success,"indie, acoustic, ballad, pop","artist_l, artist_r","energetic, night, bright",fast,low,high,0.26,0.13,low,low,medium
user_703,success,"ballad, indie, rnb",,"bright, calm, energetic",slow,medium,high,0.23,0.99,high,medium,medium
user_704,success,rnb,"artist_c, artist_o",calm,medium,medium,high,0.57,0.55,high,high,medium
user_705,success,"dance, ballad",artist_q,"bright, soft, energetic",fast,high,low,0.88,0.01,high,medium,high
user_706,success,acoustic,,"soft, energetic, calm",fast,low,medium,0.88,0.84,low,high,medium
user_707,success,"dance, pop, acoustic, indie",artist_p,,medium,high,high,0.49,0.88,medium,high,high
user_708,success,acoustic,"artist_d, artist_a, artist_x","energetic, night",fast,high,high,0.83,0.37,low,low,medium
user_709,success,"rnb, dance, pop",,"energetic, night",fast,low,high,0.9,0.61,low,high,low
user_710,success,"pop, rnb",,soft,fast,low,high,0.84,0.15,medium,medium,medium
user_711,success,"pop, ballad, indie",,calm,medium,medium,high,0.45,0.64,low,low,medium
user_712,success,"acoustic, ballad","artist_t, artist_l","calm, bright, energetic",medium,medium,medium,0.89,0.27,low,high,low
user_713,success,"indie, pop, ballad",,"night, energetic, soft",slow,medium,medium,0.72,0.57,medium,high,high
user_714,success,"pop, ballad","artist_t, artist_v, artist_n","bright, soft, calm",slow,low,low,0.08,0.48,high,low,medium
user_715,success,"indie, dance, acoustic","artist_z, artist_i, artist_d","calm, energetic",fast,medium,medium,0.99,0.01,medium,low,high
user_716,success,,"artist_q, artist_d, artist_s","night, energetic",medium,high,high,0.11,0.68,high,low,high
user_717,success,,artist_j,"soft, calm, bright",medium,high,low,0.62,0.49,high,medium,low
user_718,success,pop,,"calm, bright",slow,high,medium,0.58,0.69,low,high,medium
user_719,success,"acoustic, ballad, indie, rnb",artist_h,calm,medium,high,high,0.8,0.44,low,low,low
user_720,success,"acoustic, dance, indie, ballad",artist_x,soft,slow,high,medium,0.66,0.29,low,medium,medium
user_721,success,"rnb, acoustic, indie, ballad","artist_e, artist_x","night, calm",fast,high,low,0.14,0.38,high,low,high
user_722,success,,"artist_j, artist_n, artist_o",,medium,low,medium,0.14,0.75,high,low,medium
user_723,success,pop,"artist_k, artist_r, artist_y","night, bright, calm",medium,low,high,0.9,0.54,low,medium,high
user_724,success,pop,artist_n,"energetic, soft",medium,medium,medium,0.5,0.12,low,medium,low
user_725,success,dance,"artist_o, artist_u","calm, soft, bright",medium,low,medium,0.84,0.69,low,medium,medium
user_726,success,"dance, ballad","artist_e, artist_b","calm, night",slow,high,low,0.23,0.1,high,high,low
user_727,success,,artist_q,calm,slow,medium,medium,0.26,0.06,medium,high,low
user_728,success,"acoustic, rnb",artist_q,"soft, energetic, bright",fast,low,low,0.98,0.74,high,medium,medium
user_729,success,"rnb, acoustic",,"calm, energetic, bright",fast,high,high,0.65,0.67,low,medium,low
user_730,success,"dance, acoustic, rnb",artist_b,night,fast,low,low,0.73,0.56,low,high,medium
user_731,success,,"artist_d, artist_w, artist_g","soft, night",slow,high,high,0.53,0.77,high,high,medium
user_732,success,"dance, ballad",,energetic,medium,low,low,0.27,0.03,medium,medium,low
user_733,success,"indie, ballad",artist_q,,slow,high,low,0.08,0.6,low,medium,low
user_734,success,,,"bright, energetic, soft",fast,high,medium,0.7,0.95,medium,high,high
user_735,success,rnb,"artist_b, artist_p","soft, night",medium,low,medium,0.06,0.46,high,high,low
user_736,success,indie,,"bright, calm, soft",fast,high,low,0.42,0.32,high,high,low
user_737,success,"indie, ballad, dance",,,slow,medium,high,0.71,0.39,high,medium,high
user_738,success,"acoustic, rnb, indie, ballad","artist_f, artist_r, artist_e","night, soft",slow,low,high,0.72,0.09,low,low,medium
user_739,success,ballad,,"bright, energetic",slow,medium,medium,0.85,0.39,medium,low,low
user_740,success,rnb,artist_i,"energetic, calm",medium,low,high,0.97,0.3,high,high,medium
user_741,success,"acoustic, indie, ballad, rnb",artist_l,"bright, soft",medium,high,high,0.63,0.84,medium,medium,high
user_742,success,,"artist_s, artist_g","night, energetic",medium,medium,medium,0.85,0.63,medium,low,low
user_743,success,"ballad, pop, rnb","artist_a, artist_l","calm, bright, night",medium,medium,high,0.01,0.11,high,medium,high
user_744,success,,,"energetic, bright",fast,medium,high,0.53,0.19,low,medium,high
user_745,success,"pop, rnb","artist_n, artist_s, artist_q",calm,fast,low,medium,0.09,0.86,medium,medium,high
user_746,success,"acoustic, ballad, indie, dance","artist_z, artist_d, artist_i","bright, soft, energetic",fast,high,high,0.93,0.09,medium,medium,low
user_747,success,acoustic,"artist_m, artist_n","calm, night",slow,high,medium,0.8,0.09,medium,medium,medium
user_748,success,dance,artist_n,calm,fast,high,low,0.99,0.47,medium,medium,low
user_749,success,,"artist_l, artist_s",,slow,low,medium,0.3,0.06,medium,high,high
user_750,success,"acoustic, ballad, pop","artist_z, artist_y, artist_b","energetic, calm",slow,medium,medium,0.85,0.81,low,low,high
user_751,success,,"artist_x, artist_g, artist_f",,slow,medium,low,0.71,0.47,medium,medium,high
user_752,success,,,,slow,medium,high,0.05,0.37,low,low,medium
user_753,success,"pop, acoustic",artist_b,"energetic, night, bright",slow,high,high,0.18,0.48,low,medium,high
user_754,success,"ballad, acoustic, pop",,"bright, night",medium,high,low,0.15,0.67,high,low,high
user_755,success,"dance, pop",artist_v,,medium,high,medium,0.62,0.96,high,low,medium
user_756,success,rnb,artist_h,"soft, energetic",slow,low,medium,0.67,0.93,low,low,high
user_757,success,"pop, dance, rnb, acoustic",,calm,slow,low,high,0.49,0.46,high,high,medium
user_758,success,,"artist_v, artist_b, artist_i","energetic, night, bright",fast,low,high,0.26,0.3,high,high,medium
user_759,success,"ballad, pop",,,medium,medium,high,0.72,0.38,high,medium,medium
user_760,success,indie,,"energetic, calm, bright",fast,medium,low,0.82,0.57,medium,low,high
user_761,success,"acoustic, indie",artist_x,bright,medium,high,medium,0.93,0.09,low,high,low
user_762,success,"rnb, dance",artist_c,"soft, bright",medium,low,high,0.5,0.28,low,low,low
user_763,success,,"artist_m, artist_n","soft, night, calm",fast,low,low,0.01,0.22,low,high,high
user_764,success,pop,"artist_m, artist_e",energetic,medium,medium,low,0.09,0.57,low,high,medium
user_765,success,acoustic,artist_y,,medium,high,low,0.09,0.21,medium,low,low
user_766,success,,"artist_e, artist_q",,fast,medium,medium,0.01,0.64,low,low,low
user_767,success,,"artist_v, artist_g, artist_s",,fast,high,medium,0.86,0.64,medium,medium,medium
user_768,success,"rnb, indie, dance","artist_w, artist_u","night, energetic",medium,medium,high,0.33,0.68,medium,medium,medium
user_769,success,indie,"artist_s, artist_f","energetic, soft, night",medium,low,low,0.91,0.31,medium,medium,medium
user_770,success,"acoustic, rnb, ballad, dance","artist_s, artist_c",,medium,low,medium,0.15,0.14,low,medium,low
user_771,success,,,energetic,fast,low,medium,0.68,0.74,low,low,high
user_772,success,"acoustic, dance","artist_b, artist_y",soft,fast,medium,medium,0.71,0.68,medium,high,high
user_773,success,"indie, rnb",,"night, calm",slow,high,low,0.36,0.64,medium,high,low
user_774,success,ballad,,bright,slow,high,low,0.72,0.7,high,high,high
user_775,success,"dance, indie","artist_u, artist_l",night,fast,low,high,0.86,0.61,low,medium,high
user_776,success,acoustic,artist_w,night,medium,medium,low,0.05,0.26,low,high,low
user_777,success,,,night,slow,medium,medium,0.06,0.5,high,medium,low
user_778,success,"dance, ballad, pop, indie",,calm,medium,high,medium,0.46,0.83,medium,medium,low
user_779,success,acoustic,,,medium,low,medium,1,0.33,medium,high,low
user_780,success,"pop, ballad, indie, rnb","artist_u, artist_k, artist_q",calm,fast,low,low,0.07,0.87,low,high,medium
user_781,success,"indie, acoustic, pop","artist_t, artist_n, artist_y","bright, soft, energetic",slow,low,low,0.91,0.58,medium,high,low
user_782,success,"indie, acoustic, dance",artist_l,"bright, night",fast,low,low,0.33,0.31,medium,low,low
user_783,success,,"artist_t, artist_h",,slow,low,high,0.91,0.26,high,medium,high
user_784,success,"dance, ballad, rnb, acoustic","artist_f, artist_z, artist_n","night, soft, energetic",medium,high,low,0.21,0.05,medium,high,medium
user_785,success,ballad,"artist_d, artist_h, artist_e",,slow,low,low,0,0.34,low,medium,low
user_786,success,,artist_v,"bright, night",slow,low,low,0.8,0.98,high,low,medium
user_787,success,"acoustic, ballad, rnb",,"bright, energetic, calm",fast,low,high,0.62,0.21,medium,medium,high
user_788,success,indie,,"soft, calm, bright",medium,low,high,0.42,0.16,high,medium,low
user_789,success,"rnb, indie, acoustic, pop","artist_x, artist_f",bright,fast,medium,medium,0.91,0.89,medium,low,medium
user_790,success,,"artist_r, artist_m","night, soft",medium,low,high,0.27,0.31,low,medium,low
user_791,success,"rnb, pop","artist_o, artist_e, artist_x","soft, bright",medium,high,high,1,0.15,low,low,medium
user_792,success,"acoustic, dance, ballad",,"soft, night, energetic",medium,medium,medium,0.22,0.05,high,medium,high
user_793,success,"rnb, ballad, acoustic, pop",,,medium,high,high,0.62,0.26,low,low,high
user_794,success,"ballad, dance, pop","artist_k, artist_x, artist_w",calm,fast,high,low,0.28,0.85,medium,low,low
user_795,success,"ballad, dance, acoustic, rnb","artist_s, artist_o",,medium,medium,low,0.34,0,medium,medium,low
user_796,success,"dance, indie, ballad, rnb","artist_h, artist_r, artist_g","soft, energetic, calm",slow,high,medium,0.43,0.65,low,medium,high
user_797,success,indie,"artist_l, artist_o","calm, energetic",slow,medium,medium,0.94,0.86,high,medium,high
user_798,success,,artist_d,"soft, bright",slow,medium,medium,0.89,0.96,low,medium,medium
user_799,success,"ballad, pop, rnb","artist_a, artist_v, artist_l",,slow,medium,low,0.22,0.23,medium,high,medium
user_800,success,"pop, acoustic",,"calm, soft",slow,medium,high,0.64,0.59,medium,low,low
user_801,success,,"artist_t, artist_v","night, soft, energetic",medium,high,high,0.68,0.35,low,high,high
user_802,success,,artist_f,"calm, night, bright",fast,low,low,0.32,0.74,low,medium,high
user_803,success,"indie, rnb, pop, dance",artist_q,bright,slow,medium,medium,0.16,0.72,high,medium,low
user_804,success,indie,"artist_i, artist_y, artist_u",,slow,medium,high,0.48,0.62,low,low,low
user_805,success,"indie, acoustic, dance, pop",artist_w,,slow,medium,medium,0.22,0.33,low,high,low
user_806,success,acoustic,"artist_q, artist_m","bright, energetic",slow,high,high,0.3,0.8,medium,low,low
user_807,success,"ballad, acoustic, rnb, indie","artist_z, artist_a","calm, bright, night",fast,medium,low,0.26,0.16,high,high,high
user_808,success,"pop, dance, indie",artist_m,"night, bright",slow,high,low,0.37,0.4,low,medium,high
user_809,success,,"artist_v, artist_a, artist_i",,fast,medium,medium,0.67,0.11,low,high,medium
user_810,success,,"artist_n, artist_v, artist_a","energetic, soft, bright",medium,high,high,0.58,0.78,high,high,high
user_811,success,"pop, rnb, acoustic, ballad","artist_i, artist_g, artist_o","calm, soft, energetic",fast,high,low,0.07,0.44,medium,medium,medium
user_812,success,"pop, rnb, indie, acoustic",artist_x,"energetic, calm",medium,medium,high,0.93,0.01,low,low,high
user_813,success,"ballad, acoustic",,bright,medium,medium,low,0.36,0.57,low,high,medium
user_814,success,indie,,"soft, night",slow,low,medium,0.57,0.35,medium,medium,medium
user_815,success,,,bright,medium,high,high,0.79,0.46,medium,high,medium
user_816,success,"indie, pop, dance",artist_h,"night, calm, soft",fast,low,high,0.39,0.38,low,medium,medium
user_817,success,"acoustic, rnb, ballad",,,medium,medium,low,0.3,0.37,low,high,high
user_818,success,"rnb, dance","artist_o, artist_l","soft, energetic",fast,high,high,0.26,0.54,medium,high,high
user_819,success,,"artist_x, artist_g, artist_j",,fast,high,low,0.15,0.53,low,high,medium
user_820,success,"indie, ballad",,"night, bright, energetic",slow,low,low,0.54,0.86,high,low,low
user_821,success,"acoustic, indie",artist_u,night,medium,high,high,0.32,0.04,medium,medium,medium
user_822,success,"dance, rnb, indie, acoustic",artist_a,"soft, night",fast,high,high,0.22,0.62,high,low,medium
user_823,success,"dance, acoustic",,,fast,low,high,0.2,0.1,low,low,medium
user_824,success,"rnb, ballad, indie, pop",artist_j,"calm, energetic",medium,medium,low,0.56,0.98,high,low,low
user_825,success,dance,,night,medium,low,medium,0.03,0.3,high,high,medium
user_826,success,dance,artist_v,"night, soft",fast,medium,high,0.92,0.58,high,low,high
user_827,success,"rnb, dance, acoustic, pop","artist_j, artist_h, artist_t",energetic,fast,high,low,0.68,0.91,high,low,medium
user_828,success,"rnb, ballad, indie",artist_t,"energetic, bright",fast,low,high,0.57,0.95,low,medium,low
user_829,success,"ballad, rnb, pop, indie","artist_t, artist_q",bright,medium,medium,low,0.2,0.32,medium,high,low
user_830,success,pop,"artist_j, artist_t, artist_q",,slow,low,high,0.43,0.21,low,medium,medium
user_831,success,indie,"artist_q, artist_k",bright,fast,low,high,0.44,0.22,medium,high,high
user_832,success,"rnb, indie, ballad",artist_e,"soft, energetic, calm",medium,medium,high,0.18,0.37,low,low,high
user_833,success,"rnb, pop, ballad, indie","artist_i, artist_q, artist_g","calm, soft, energetic",fast,low,medium,0.25,0.01,medium,medium,low
user_834,success,"dance, indie, ballad","artist_q, artist_p","night, energetic",slow,low,high,0.85,0.52,medium,medium,medium
user_835,success,,"artist_j, artist_p","energetic, soft",fast,medium,medium,0.93,0.54,medium,high,medium
user_836,success,"ballad, acoustic",artist_z,"calm, night, bright",fast,high,medium,0.05,0.73,medium,low,low
user_837,success,"dance, acoustic, rnb",artist_m,,slow,high,high,0.64,0.29,medium,medium,low
user_838,success,,"artist_d, artist_i, artist_a","soft, calm, night",medium,low,high,0.57,0.05,medium,low,high
user_839,success,"acoustic, dance, rnb","artist_v, artist_l, artist_t","energetic, night, soft",medium,low,medium,0.01,0.25,low,low,high
user_840,success,"acoustic, pop, ballad",artist_v,,slow,high,medium,0.61,0.57,medium,medium,medium
user_841,success,"rnb, pop, ballad, indie",artist_l,"bright, calm",medium,high,high,0.56,0.57,low,high,high
user_842,success,"dance, ballad",artist_h,bright,medium,high,low,0.01,0.83,low,low,medium
user_843,success,dance,"artist_w, artist_k","night, energetic, calm",fast,high,high,0.46,0.34,high,high,medium
user_844,success,,"artist_b, artist_p",,fast,high,high,0.55,0.9,medium,medium,low
user_845,success,"ballad, acoustic, pop",,"calm, night, bright",fast,medium,high,0.18,0.12,low,medium,high
user_846,success,"acoustic, pop, rnb",,"energetic, soft",medium,medium,low,0.57,0.66,medium,medium,high
user_847,success,,,energetic,fast,medium,low,0.47,0.23,medium,high,high
user_848,success,indie,"artist_d, artist_m",,medium,high,low,0.02,0.45,medium,medium,low
user_849,success,ballad,"artist_x, artist_t, artist_k","soft, bright, energetic",slow,medium,medium,0.21,0.54,low,low,high
user_850,success,"pop, dance, ballad",artist_k,"soft, energetic, bright",slow,medium,medium,0.14,0.18,high,medium,low
user_851,success,"dance, ballad, pop","artist_f, artist_p",,medium,medium,medium,0.59,0.65,medium,high,low
user_852,success,rnb,"artist_t, artist_p",calm,medium,low,high,0.8,0.55,high,medium,high
user_853,success,,,"energetic, calm",slow,low,high,0,0.35,high,medium,low
user_854,success,acoustic,,energetic,slow,medium,high,0.81,0.99,low,medium,low
user_855,success,,artist_g,"energetic, night",slow,medium,medium,0.03,0.24,high,high,medium
user_856,success,"ballad, acoustic",artist_j,energetic,slow,high,high,0.75,0.47,low,high,medium
user_857,success,"ballad, indie, dance, acoustic","artist_m, artist_h, artist_g","calm, bright",slow,medium,high,0.38,0.82,low,medium,high
user_858,success,,"artist_h, artist_l","bright, soft",fast,high,medium,0.63,0.35,high,medium,low
user_859,success,,artist_m,,medium,low,medium,0.1,0.05,medium,high,medium
user_860,success,"dance, indie","artist_a, artist_v, artist_z","bright, energetic, night",medium,high,low,0.96,0.34,medium,medium,high
user_861,success,"pop, acoustic, dance",,energetic,fast,low,medium,0.81,0.45,high,medium,medium
user_862,success,"acoustic, dance, ballad, pop","artist_z, artist_d, artist_a","bright, calm, soft",medium,high,low,0.92,0.23,medium,high,medium
user_863,success,rnb,,"calm, soft",medium,high,medium,0.94,0.1,high,medium,medium
user_864,success,"rnb, pop, dance","artist_c, artist_e, artist_s","bright, soft",fast,high,high,0,0.6,low,high,low
user_865,success,"ballad, indie, dance, acoustic","artist_t, artist_o",,slow,low,high,0.99,0.14,low,high,low
user_866,success,,"artist_z, artist_w",bright,slow,medium,high,0.54,0.24,medium,high,low
user_867,success,"acoustic, dance, ballad, pop",,,medium,medium,low,0.92,0.58,low,low,medium
user_868,success,,"artist_f, artist_e, artist_t",,medium,medium,medium,0.94,0.74,low,medium,medium
user_869,success,ballad,artist_d,,medium,high,low,0.1,0.34,medium,medium,medium
user_870,success,"pop, indie, acoustic",artist_l,"soft, calm, night",fast,medium,low,0.61,0.53,high,high,medium
user_871,success,indie,"artist_c, artist_t, artist_g","energetic, night",slow,low,low,0.48,0.2,low,high,high
user_872,success,,"artist_w, artist_n",,medium,medium,medium,0.32,0.02,medium,medium,high
user_873,success,"dance, acoustic, indie","artist_a, artist_d","soft, energetic",medium,medium,low,0.71,0.4,medium,low,low
user_874,success,"ballad, dance",artist_z,"calm, night, energetic",fast,high,medium,0.46,0.5,medium,high,medium
user_875,success,indie,"artist_c, artist_e",,medium,low,low,0.56,0.79,medium,medium,medium
user_876,success,"dance, ballad, rnb","artist_u, artist_z, artist_c","calm, bright, energetic",medium,medium,low,0.77,0.65,medium,high,medium
user_877,success,"dance, rnb",artist_m,,fast,low,medium,0.86,0.35,high,medium,medium
user_878,success,acoustic,"artist_u, artist_w",soft,slow,medium,high,0.97,0.21,medium,high,high
user_879,success,"acoustic, indie",artist_g,"bright, calm, energetic",slow,low,low,1,0.72,high,low,high
user_880,success,,,energetic,slow,medium,medium,0.28,0.06,high,medium,high
user_881,success,"rnb, dance","artist_c, artist_v, artist_w",calm,fast,high,medium,0.27,0.89,high,low,high
user_882,success,"pop, acoustic, dance","artist_t, artist_x",energetic,slow,low,high,0.43,0.33,high,low,high
user_883,success,"indie, ballad","artist_s, artist_i, artist_k","soft, night",fast,medium,high,0.86,0.87,medium,low,high
user_884,success,"acoustic, indie, dance, ballad",,bright,medium,high,low,0.13,0.68,high,medium,low
user_885,success,"acoustic, rnb, ballad, pop","artist_p, artist_c",night,fast,medium,low,0.38,0.54,low,medium,low
user_886,success,"ballad, acoustic","artist_c, artist_x, artist_p","calm, soft, night",medium,low,medium,0.93,0.85,low,low,low
user_887,success,,,"bright, energetic, soft",slow,low,high,0.3,0.76,medium,high,low
